ItemKey,GenericName,BrandName,DosageStrength,SoldPer,DefaultPurchasePrice,DefaultSellingPrice,IsActive,CanonicalSourceBDM,CanonicalSourceFileID,Notes,LastUpdatedAt
Tachyban | 6 mg/2 mL | T230529,Adenosine,Tachyban,6 mg/2 mL,ampoule,180.00,570.00,TRUE,Menivie Daniela,1IR8cNNH4KOiMUFREvFXq0wOCiIePAmYcHM8vVRkPnas,,4/7/2026 17:44:42
Tazacin | 4.5 g | UTZ23006,Piperacillin Tazobactam,Tazacin,4.5 g,vial,200.00,600.00,TRUE,Menivie Daniela,1IR8cNNH4KOiMUFREvFXq0wOCiIePAmYcHM8vVRkPnas,,4/7/2026 17:44:42
Telmibet | 80 mg | EGT240212,Telmisartan,Telmibet,80 mg,tablet,3.83,10.00,TRUE,Menivie Daniela,1IR8cNNH4KOiMUFREvFXq0wOCiIePAmYcHM8vVRkPnas,,4/7/2026 17:44:42
Tetagam | 1 mL 250 IU | P100796966,Human Tetanus Immunoglobulin,Tetagam,1 mL 250 IU,vial,"1,394.00","1,500.00",TRUE,Jenny Rose Jacosalem,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,,4/7/2026 17:44:42
Tropin | 1mg/mL | 2406081,Atropine,Tropin,1mg/mL,ampoule,21.50,75.00,TRUE,Judy Mae Patrocinio,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,,4/7/2026 17:44:42
Troysetron | 8 mg/4 mL | 2DS25002,Ondansetron,Troysetron,8 mg/4 mL,ampoule,76.00,285.00,TRUE,Jay Ann Protacio,1O_SA5V6UFANT8ccPgPxYBUlnRgQd8uwRY_z2kCp9afE,,4/7/2026 17:44:42
Truferacid | 500 mg | 3FU604A2,Iron Multivitamins,Truferacid,500 mg,capsules,0.00,0.00,FALSE,Menivie Daniela,1IR8cNNH4KOiMUFREvFXq0wOCiIePAmYcHM8vVRkPnas,,4/7/2026 17:44:42
Unimex Macro Set | 20 drops/mL | 16734IC,Infusion Set,Unimex Macro Set,20 drops/mL,piece,14.00,25.00,TRUE,Judy Mae Patrocinio,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,,4/7/2026 17:44:42
Unimex Micro Set | 60 drops/mL | 16734IC,Infusion Set,Unimex Micro Set,60 drops/mL,piece,14.00,25.00,TRUE,Judy Mae Patrocinio,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,,4/7/2026 17:44:42
Unimex Pen Drain | 1/2 | 16644TC,Penrose Drain,Unimex Pen Drain,1/2,piece,45.00,65.00,TRUE,Jenny Rose Jacosalem,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,,4/7/2026 17:44:42
Unimex Pen Drain | 1/4 | 12712PM,Penrose Drain,Unimex Pen Drain,1/4,piece,45.00,65.00,TRUE,Jenny Rose Jacosalem,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,,4/7/2026 17:44:42
"Unimex Penrose Drainage Tubing | 1"" | 10938M",Penrose Drainage Tubing,Unimex Penrose Drainage Tubing,"1""",piece,45.00,0.00,TRUE,Jenny Rose Jacosalem,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,,4/7/2026 17:44:42
Unimex Volumetric | 60 drops/mL | 12683PM,Volumetric Infusion Set,Unimex Volumetric,60 drops/mL,piece,76.00,120.00,TRUE,Judy Mae Patrocinio,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,,4/7/2026 17:44:42
Viprazole | 40 mg | D260118,Omeprazole,Viprazole,40 mg,vial,40.00,450.00,TRUE,Gregg Louie Vios,12yanCzM4ZZ0pUJw6UJ7a5G4b97re2eNpOJgW9sVBAzQ,,4/7/2026 17:44:42
Viprazole | 40 mg | D650113,Omeprazole,Viprazole,40 mg,vial,40.00,450.00,TRUE,Mae Navarro,1em8X2kYF2GYrhA4gvlnQvuZb9n3-JB69s6cYxI3fKiE,,4/7/2026 17:44:42
VIPRAZOLE | 40 mg | DG50113,OMEPRAZOLE,VIPRAZOLE,40 mg,VIAL,40.00,300.00,TRUE,Roman Mabanag,1L3MURjzhk6j6BYvsPCGYn5Zqy6XAjJmNthqzGx_U-e8,,4/7/2026 17:44:42
Viptriaxone | 1 g | ECFXM24107,Ceftriaxone,Viptriaxone,1 g,vial,35.00,480.00,TRUE,Gregg Louie Vios,12yanCzM4ZZ0pUJw6UJ7a5G4b97re2eNpOJgW9sVBAzQ,,4/7/2026 17:44:42
Vitaroxima | 750 mg | C240064,Cefuroxime,Vitaroxima,750 mg,vial,115.00,500.00,TRUE,Romela Shen Herrera,1HEfAOQUwqB2hrkJrKMYu9uLOM7LUylkpo1GhssjXCTA,,4/7/2026 17:44:42
Vitaroxima | 750 mg | C240132,Cefuroxime,Vitaroxima,750 mg,vial,115.00,500.00,TRUE,Menivie Daniela,1IR8cNNH4KOiMUFREvFXq0wOCiIePAmYcHM8vVRkPnas,,4/7/2026 17:44:42
Vitasone | 100 mg | M240041,Hydrocortisone,Vitasone,100 mg,vial,75.00,225.00,TRUE,Menivie Daniela,1IR8cNNH4KOiMUFREvFXq0wOCiIePAmYcHM8vVRkPnas,,4/7/2026 17:44:42
Vitazol | 500 mg/100 mL | 230308,Metronidazole,Vitazol,500 mg/100 mL,bottle,36.00,190.00,TRUE,Jake Montero,1wOWz4fba-GeFOeowYBvMaUnx-vRjQ1-ktd34GOLXx4I,,4/7/2026 17:44:42
Vitral | 50 mg/mL | A255092,Tramadol,Vitral,50 mg/mL,ampoule,57.00,110.00,TRUE,Jake Montero,1wOWz4fba-GeFOeowYBvMaUnx-vRjQ1-ktd34GOLXx4I,,4/7/2026 17:44:42
Xanginart | 35 mg | FK16A401,Trimetazidine,Xanginart,35 mg,tablet,4.17,15.00,TRUE,Menivie Daniela,1IR8cNNH4KOiMUFREvFXq0wOCiIePAmYcHM8vVRkPnas,,4/7/2026 17:44:42
Xoprazole | 40 mg | XZP043,Omeprazole,Xoprazole ,40 mg,tablet,4.00,12.00,TRUE,Jay Ann Protacio,1O_SA5V6UFANT8ccPgPxYBUlnRgQd8uwRY_z2kCp9afE,,4/7/2026 17:44:42
Zytact | 200 mg/5mL | AU23033,Azithromycin,Zytact,200 mg/5mL,15 mL bottle,55.00,75.00,TRUE,Judy Mae Patrocinio,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,,4/7/2026 17:44:42
