,BDM,Territory,SourceSpreadsheetID,ItemKey,GenericName,BrandName,DosageStrength,BatchLotNo,ExpiryDate,SoldPer,StockOnHand,MinimalStock,PurchasePrice,SellingPrice,InventoryValue,IsActive,NearExpiryFlag,StockStatus,Remarks
ILO1,Jay Ann Protacio,eBDM 1 Iloilo,1O_SA5V6UFANT8ccPgPxYBUlnRgQd8uwRY_z2kCp9afE,Partners Bouffant cap | Caterpillar Type 24 | MDK25021268,Bouffant Cap,Partners Bouffant cap,Caterpillar Type 24,MDK25021268,09/10/28,piece,0,100,83.40,190.00,0.00,TRUE,OUT OF STOCK,OUT,
ILO1,Jay Ann Protacio,eBDM 1 Iloilo,1O_SA5V6UFANT8ccPgPxYBUlnRgQd8uwRY_z2kCp9afE,Partners Thermometer | Digital | MDR08044,Digital Thermometer,Partners Thermometer,Digital,MDR08044,11/21/28,piece,45,0,39.14,65.00,"1,761.30",TRUE,OK,OK,
ILO1,Jay Ann Protacio,eBDM 1 Iloilo,1O_SA5V6UFANT8ccPgPxYBUlnRgQd8uwRY_z2kCp9afE,Partners Gauze Roll | 36X100Y | JA25100IU,Gauze Roll,Partners Gauze Roll,36X100Y,JA25100IU,09/30/30,piece,0,0,646.00,"1,200.00",0.00,TRUE,OUT OF STOCK,OUT,
ILO1,Jay Ann Protacio,eBDM 1 Iloilo,1O_SA5V6UFANT8ccPgPxYBUlnRgQd8uwRY_z2kCp9afE,Nupira | 4 mg/4mL | L0462524E2,Norepinephine,Nupira,4 mg/4mL,L0462524E2,07/14/28,ampoule,100,100,100.00,750.00,"10,000.00",TRUE,REORDER,OK,
ILO1,Jay Ann Protacio,eBDM 1 Iloilo,1O_SA5V6UFANT8ccPgPxYBUlnRgQd8uwRY_z2kCp9afE,Clonisur | 150 mcg/mL | Gn2241,Clonidine,Clonisur,150 mcg/mL,Gn2241,08/01/26,ampoule,110,100,95.00,150.00,"10,450.00",TRUE,EXPIRY RISK,OK,
ILO1,Jay Ann Protacio,eBDM 1 Iloilo,1O_SA5V6UFANT8ccPgPxYBUlnRgQd8uwRY_z2kCp9afE,Haizure | 100 mg/2 mL | 1324173,Phenytoin Sodium,Haizure,100 mg/2 mL,1324173,08/30/26,ampoule,60,100,120.00,575.00,"7,200.00",TRUE,REORDER,LOW,
ILO1,Jay Ann Protacio,eBDM 1 Iloilo,1O_SA5V6UFANT8ccPgPxYBUlnRgQd8uwRY_z2kCp9afE,Ambidol | 100 mg/2 mL | 25A0004,Tramadol,Ambidol,100 mg/2 mL,25A0004,04/30/28,ampoule,500,500,7.00,70.00,"3,500.00",TRUE,REORDER,OK,
ILO1,Jay Ann Protacio,eBDM 1 Iloilo,1O_SA5V6UFANT8ccPgPxYBUlnRgQd8uwRY_z2kCp9afE,Dixin | 250 mcg/2 mL | IDGNAK502,Digoxin,Dixin,250 mcg/2 mL,IDGNAK502,08/30/28,ampoule,100,100,105.00,250.00,"10,500.00",TRUE,REORDER,OK,
ILO1,Jay Ann Protacio,eBDM 1 Iloilo,1O_SA5V6UFANT8ccPgPxYBUlnRgQd8uwRY_z2kCp9afE,Troysetron | 8 mg/4 mL | 2DS25002,Ondansetron,Troysetron,8 mg/4 mL,2DS25002,03/30/28,ampoule,100,100,76.00,285.00,"7,600.00",TRUE,REORDER,OK,
ILO1,Jay Ann Protacio,eBDM 1 Iloilo,1O_SA5V6UFANT8ccPgPxYBUlnRgQd8uwRY_z2kCp9afE,Profmax | 200mg/20 mL | 25011,Propofol,Profmax,200mg/20 mL,25011,06/18/28,vial,100,100,190.00,0.00,"19,000.00",TRUE,REORDER,OK,
ILO1,Jay Ann Protacio,eBDM 1 Iloilo,1O_SA5V6UFANT8ccPgPxYBUlnRgQd8uwRY_z2kCp9afE,Kalyx | 2 mEq/20 mL | DRP716103,Potassium Chloride,Kalyx,2 mEq/20 mL,DRP716103,09/30/28,ampoule,155,150,25.20,130.00,"3,906.00",TRUE,OK,OK,
ILO1,Jay Ann Protacio,eBDM 1 Iloilo,1O_SA5V6UFANT8ccPgPxYBUlnRgQd8uwRY_z2kCp9afE,Epokine 10000 iu | 1.0 mg | ES025C5,Epoetin Alfa,Epokine 10000 iu,1.0 mg,ES025C5,07/10/27,PFS,0,0,"1,750.00","1,890.00",0.00,FALSE,OUT OF STOCK,OUT,
ILO1,Jay Ann Protacio,eBDM 1 Iloilo,1O_SA5V6UFANT8ccPgPxYBUlnRgQd8uwRY_z2kCp9afE,Epokine 4000 iu | 0.4 mL | ES025C6,Epoetin Alfa,Epokine 4000 iu,0.4 mL,ES025C6,07/10/27,PFS,0,0,573.98,873.45,0.00,FALSE,OUT OF STOCK,OUT,
ILO1,Jay Ann Protacio,eBDM 1 Iloilo,1O_SA5V6UFANT8ccPgPxYBUlnRgQd8uwRY_z2kCp9afE,Eryssa 4000 iu | 0.4 mL | AXCEWO2,Epoetin Alfa,Eryssa 4000 iu,0.4 mL,AXCEWO2,03/12/27,PFS,0,0,390.00,650.00,0.00,FALSE,OUT OF STOCK,OUT,
ILO1,Jay Ann Protacio,eBDM 1 Iloilo,1O_SA5V6UFANT8ccPgPxYBUlnRgQd8uwRY_z2kCp9afE,Tachyban | 6 mg/2 mL | 2F25006,Adenosine,Tachyban,6 mg/2 mL,2F25006,07/30/28,ampoule,71,100,180.00,570.00,"12,780.00",TRUE,REORDER,LOW,
ILO1,Jay Ann Protacio,eBDM 1 Iloilo,1O_SA5V6UFANT8ccPgPxYBUlnRgQd8uwRY_z2kCp9afE,Cocine | 250 mg/2 mL | XV3G008,Amikacine,Cocine,250 mg/2 mL,XV3G008,11/21/28,vial,0,100,34.00,130.00,0.00,TRUE,OUT OF STOCK,OUT,
ILO1,Jay Ann Protacio,eBDM 1 Iloilo,1O_SA5V6UFANT8ccPgPxYBUlnRgQd8uwRY_z2kCp9afE,Cocine | 500 mg/2 mL | XV4B009,Amikacine,Cocine,500 mg/2 mL,XV4B009,01/01/27,vial,26,100,55.00,143.00,"1,430.00",TRUE,REORDER,LOW,
ILO1,Jay Ann Protacio,eBDM 1 Iloilo,1O_SA5V6UFANT8ccPgPxYBUlnRgQd8uwRY_z2kCp9afE,Execore | 750 mg | ECFML24001,Cefuroxime,Execore ,750 mg,ECFML24001,12/01/26,vial,171,100,21.00,220.00,"3,591.00",TRUE,OK,OK,
ILO1,Jay Ann Protacio,eBDM 1 Iloilo,1O_SA5V6UFANT8ccPgPxYBUlnRgQd8uwRY_z2kCp9afE,Kethram | 30 mg/mL | XA3F024,Ketorolac ,Kethram,30 mg/mL,XA3F024,05/30/26,ampoule,60,100,16.00,142.00,960.00,TRUE,EXPIRY RISK,LOW,
ILO1,Jay Ann Protacio,eBDM 1 Iloilo,1O_SA5V6UFANT8ccPgPxYBUlnRgQd8uwRY_z2kCp9afE,Azcore | 500 mg | EGT240071,Azithromycin ,Azcore,500 mg,EGT240071,02/01/27,tablet,145,100,10.00,61.00,"1,450.00",TRUE,OK,OK,
ILO1,Jay Ann Protacio,eBDM 1 Iloilo,1O_SA5V6UFANT8ccPgPxYBUlnRgQd8uwRY_z2kCp9afE,Xoprazole | 40 mg | XZP043,Omeprazole,Xoprazole ,40 mg,XZP043,04/30/28,tablet,100,100,4.00,12.00,400.00,TRUE,REORDER,OK,
ILO1,Jay Ann Protacio,eBDM 1 Iloilo,1O_SA5V6UFANT8ccPgPxYBUlnRgQd8uwRY_z2kCp9afE,Sacriva-750 | 500 mg/250 mg | 631230602,Ampicillin Sulbactam ,Sacriva-750,500 mg/250 mg,631230602,06/30/26,vial,10,100,18.30,120.00,183.00,TRUE,EXPIRY RISK,LOW,
ILO1,Jay Ann Protacio,eBDM 1 Iloilo,1O_SA5V6UFANT8ccPgPxYBUlnRgQd8uwRY_z2kCp9afE,Nipple Gel | 30 g | NU08241SR,Nursna,Nipple Gel,30 g,NU08241SR,08/30/26,piece,17,100,299.33,499.00,"5,088.61",TRUE,REORDER,LOW,
ILO1,Jay Ann Protacio,eBDM 1 Iloilo,1O_SA5V6UFANT8ccPgPxYBUlnRgQd8uwRY_z2kCp9afE,Norepinephrine | 4mg/4 mL | L0462318E2,Nupira,Norepinephrine,4mg/4 mL,L0462318E2,07/09/26,ampoule,10,100,290.00,750.00,"2,900.00",TRUE,EXPIRY RISK,LOW,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Partners Endo Tube | Cuffed 5.0mm | 2404010809,Endotracheal Tube,Partners Endo Tube,Cuffed 5.0mm,2404010809,03/30/29,piece,3,0,33.80,55.00,101.40,TRUE,OK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Partners Endo Tube | Cuffed 6.5mm | 2404010986,Endotracheal Tube,Partners Endo Tube,Cuffed 6.5mm,2404010986,03/30/29,piece,5,0,33.80,55.00,169.00,TRUE,OK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Partners Endo Tube | Cuffed 6.0mm | 2403010526,Endotracheal Tube,Partners Endo Tube,Cuffed 6.0mm,2403010526,02/30/29,piece,3,0,33.80,55.00,101.40,TRUE,OK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Partners Endo Tube | Cuffed 7.5mm | 2401010148,Endotracheal Tube,Partners Endo Tube,Cuffed 7.5mm,2401010148,12/30/28,piece,11,0,33.80,55.00,371.80,TRUE,OK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Partners Endo Tube | Cuffed 3.0mm | 2302010210,Endotracheal Tube,Partners Endo Tube,Cuffed 3.0mm,2302010210,01/30/28,piece,2,0,35.00,55.00,70.00,TRUE,OK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Partners Endo Tube | Cuffed 2.0mm | 2304010753,Endotracheal Tube,Partners Endo Tube,Cuffed 2.0mm,2304010753,03/30/28,piece,5,0,35.00,55.00,175.00,TRUE,OK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Partners Endo Tube | Cuffed 7.0mm | 2506011921,Endotracheal Tube,Partners Endo Tube,Cuffed 7.0mm,2506011921,06/04/30,piece,150,0,33.80,60.00,"5,070.00",TRUE,EXPIRY RISK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Partners Endo Tube | Cuffed 5.5 mm | 2506011921,Endotracheal Tube,Partners Endo Tube,Cuffed 5.5 mm,2506011921,05/30/30,piece,23,0,33.48,55.00,770.04,TRUE,EXPIRY RISK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Partners Endo Tube | Cuffed 8.0mm | 2406011365,Endotracheal Tube,Partners Endo Tube,Cuffed 8.0mm,2406011365,05/30/29,piece,5,0,33.80,55.00,169.00,TRUE,OK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Partners Endo Tube | Cuffed 4.5mm | 2406011365,Endotracheal Tube,Partners Endo Tube,Cuffed 4.5mm,2406011365,05/30/29,piece,5,0,33.80,55.00,169.00,TRUE,OK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Partners Endo Tube | Uncuffed 4.0mm | 2404010986,Endotracheal Tube,Partners Endo Tube,Uncuffed 4.0mm,2404010986,03/30/29,piece,10,0,33.80,55.00,338.00,TRUE,OK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Partners Endo Tube | Uncuffed 3.5mm | 2304010770,Endotracheal Tube,Partners Endo Tube,Uncuffed 3.5mm,2304010770,03/30/28,piece,13,0,33.80,55.00,439.40,TRUE,OK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Unimex Pen Drain | 1/4 | 12712PM,Penrose Drain,Unimex Pen Drain,1/4,12712PM,09/29/30,piece,38,0,45.00,65.00,"1,710.00",TRUE,EXPIRY RISK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Unimex Pen Drain | 1/2 | 16644TC,Penrose Drain,Unimex Pen Drain,1/2,16644TC,04/19/30,piece,38,0,45.00,65.00,"1,710.00",TRUE,EXPIRY RISK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,"Unimex Penrose Drainage Tubing | 1"" | 10938M",Penrose Drainage Tubing,Unimex Penrose Drainage Tubing,"1""",10938M,06/19/28,piece,38,0,45.00,0.00,"1,710.00",TRUE,OK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Partners Diaper | Large | TGEM250020,Diaper,Partners Diaper,Large,TGEM250020,05/23/28,piece,20,0,17.30,30.00,346.00,TRUE,OK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Partners DIaper | Medium | TGEM240027,Diaper,Partners DIaper,Medium,TGEM240027,01/18/28,piece,26,0,15.22,30.00,395.72,TRUE,OK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Caress Diaper | XL | 20250224 Z5A,Diaper,Caress Diaper,XL,20250224 Z5A,02/23/28,piece,5,0,30.00,50.00,150.00,TRUE,OK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Partners Suction Cath | FR 10 | SC250405PH,Suction Catheter,Partners Suction Cath,FR 10,SC250405PH,05/07/30,piece,272,0,5.77,11.00,"1,569.44",TRUE,EXPIRY RISK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Partners Suction Cath | FR 5 | SC250109PH,Suction Catheter,Partners Suction Cath,FR 5,SC250109PH,03/07/30,piece,40,0,6.23,11.00,249.20,TRUE,EXPIRY RISK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Partners Suction Cath | FR 12 | SC240823PH,Suction Catheter,Partners Suction Cath,FR 12,SC240823PH,09/17/29,piece,40,0,5.77,11.00,230.80,TRUE,OK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Partners Foley Cath | FR 12 | 2503010490,Foley Catheter,Partners Foley Cath,FR 12,2503010490,02/30/30,piece,10,0,27.00,50.00,270.00,TRUE,OK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Partners Feed Tube | 5 | MD21752902,Feeding Tube,Partners Feed Tube,5,MD21752902,07/30/26,piece,70,0,6.90,15.00,483.00,TRUE,EXPIRY RISK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Partners Feed Tube | 8 | MD20703504,Feeding Tube,Partners Feed Tube,8,MD20703504,12/30/25,piece,71,0,6.90,18.00,489.90,TRUE,EXPIRY RISK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Glomed Latex | Medium | 219042515LCZA,Gloves,Glomed Latex,Medium,219042515LCZA,12/13/30,Box of 100s,4000,0,140.00,200.00,"560,000.00",TRUE,EXPIRY RISK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Glomed Sterile | 6.5 | 203024445SLZA,Gloves,Glomed Sterile,6.5,203024445SLZA,03/06/29,pairs,195,0,10.00,19.00,"1,950.00",TRUE,OK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Glomed Sterile | 7 | 203024445SLZA,Gloves,Glomed Sterile,7,203024445SLZA,03/05/29,pairs,25,0,9.25,35.00,231.25,TRUE,FAST MOVING,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,HCD Latex | Medium | 09202443190850,Gloves,HCD Latex,Medium,9202443190850,09/30/27,Box of 100s,3900,0,145.00,0.00,"565,500.00",TRUE,OK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Partners Stool Container | bottle with cap | VIP 00002,Stool Container,Partners Stool Container ,bottle with cap,VIP 00002,01/00/00,piece,0,0,6.00,9.00,0.00,TRUE,OUT OF STOCK,OUT,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Partners Stomach Tube | FR 18 | MD20592301,Stomach Tube,Partners Stomach Tube,FR 18,MD20592301,03/20/25,piece,35,0,9.90,15.00,346.50,TRUE,EXPIRY RISK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Oxavin | 500 mg | 2507641,Oxacillin,Oxavin,500 mg,2507641,07/30/28,vial,100,0,19.00,75.00,"1,900.00",TRUE,OK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,hujk | 1000 iu | 1BP25D23,Nuparin,hujk,1000 iu,1BP25D23,07/01/28,vial,500,0,70.00,100.00,"35,000.00",TRUE,OK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Epix | 1 mg/mL | 250301,Epinephrine,Epix,1 mg/mL,250301,03/30/28,ampoule,410,0,6.50,35.00,"2,665.00",TRUE,OK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Porfever | 300 mg/2 mL | 26167,Paracetamol,Porfever,300 mg/2 mL,26167,01/30/29,ampoule,1000,0,6.50,40.00,"6,500.00",TRUE,OK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Doptrex | 200 mg/5 mL | MD20592301,Dopamine,Doptrex,200 mg/5 mL,MD20592301,02/01/27,ampoule,604,0,44.00,120.00,"26,576.00",TRUE,OK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Atracurium | 25 mg/2.5 mL | 2225194C,Atrium,Atracurium,25 mg/2.5 mL,2225194C,04/30/27,ampoule,100,0,240.00,350.00,"24,000.00",TRUE,OK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Tetagam | 1 mL 250 IU | P100796966,Human Tetanus Immunoglobulin,Tetagam,1 mL 250 IU,P100796966,10/30/27,vial,0,0,"1,394.00","1,500.00",0.00,TRUE,OUT OF STOCK,OUT,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Nestle Pre-nan | 400 g,Milk,Nestle Pre-nan,400 g,,07/21/27,can,5,0,981.00,"1,200.00","4,905.00",TRUE,OK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Partners Foley Cath | FR 8 | 2505011308,Foley Catheter,Partners Foley Cath,FR 8,2505011308,04/30/30,piece,50,0,35.00,55.00,"1,750.00",TRUE,EXPIRY RISK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Partners Suction Cath | FR 14 | SC250605,Suction Catheter,Partners Suction Cath,FR 14,SC250605,06/04/30,piece,300,0,5.82,12.22,"1,746.00",TRUE,OK,OK,
GSC,Cristina Salila,VIP Gensan,1bQozgnncxu4dwOtmg3hdATAHxr0dz1p6HhTzWZTMFMw,Viptriaxone | 1 g | ECFXM24107,Ceftriaxone,Viptriaxone,1 g,ECFXM24107,07/21/05,vial,460,100,35.00,480.00,"16,100.00",TRUE,OK,OK,
GSC,Cristina Salila,VIP Gensan,1bQozgnncxu4dwOtmg3hdATAHxr0dz1p6HhTzWZTMFMw,Viprazole | 40 mg | D650113,Omeprazole,Viprazole,40 mg,D650113,07/20/05,vial,249,100,40.00,450.00,"9,960.00",TRUE,OK,OK,
GSC,Cristina Salila,VIP Gensan,1bQozgnncxu4dwOtmg3hdATAHxr0dz1p6HhTzWZTMFMw,Axagyl | 500 mg/100 mL | DK40571,Metronidazole,Axagyl,500 mg/100 mL,DK40571,11/01/28,bottle,200,100,19.00,140.00,"3,800.00",TRUE,OK,OK,
GSC,Cristina Salila,VIP Gensan,1bQozgnncxu4dwOtmg3hdATAHxr0dz1p6HhTzWZTMFMw,Stigmithyl | 0.5 mcg/mL | 4RA110,Neostigmine,Stigmithyl,0.5 mcg/mL,4RA110,08/01/27,ampoule,78,50,75.00,250.00,"5,850.00",TRUE,OK,OK,
GSC,Cristina Salila,VIP Gensan,1bQozgnncxu4dwOtmg3hdATAHxr0dz1p6HhTzWZTMFMw,HCD Nitrile | Large | P00600003365122403,Gloves Nitrile,HCD Nitrile,Large,P00600003365122403,12/01/27,box of 100s,30,100,140.00,200.00,"4,200.00",TRUE,REORDER,LOW,
GSC,Cristina Salila,VIP Gensan,1bQozgnncxu4dwOtmg3hdATAHxr0dz1p6HhTzWZTMFMw,HCD Nitrile | Medium | PO0600003773102503,Gloves Nitrile,HCD Nitrile,Medium,PO0600003773102503,12/01/27,box of 100s,300,100,140.00,200.00,"42,000.00",TRUE,OK,OK,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,Partners Surgical Tape | 1 inch x 10 yards | JA250407U,Surgical Tape,Partners Surgical Tape,1 inch x 10 yards,JA250407U,05/30/30,piece,243,100,13.00,94.00,"3,159.00",TRUE,EXPIRY RISK,OK,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,Partners KN 95 | KN 95 | JA25122OU,KN 95,Partners KN 95,KN 95,JA25122OU,12/19/28,piece,5000,3000,135.00,6.00,"675,000.00",TRUE,OK,OK,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,Partners Face Mask | Earloop | SC250601PH,Surgical Face Mask,Partners Face Mask,Earloop,SC250601PH,06/30/30,piece,2500,1000,43.88,95.00,"109,700.00",TRUE,EXPIRY RISK,OK,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,Unimex Volumetric | 60 drops/mL | 12683PM,Volumetric Infusion Set,Unimex Volumetric,60 drops/mL,12683PM,08/19/30,piece,94,100,76.00,120.00,"7,144.00",TRUE,EXPIRY RISK,LOW,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,Unimex Macro Set | 20 drops/mL | 16734IC,Infusion Set,Unimex Macro Set,20 drops/mL,16734IC,05/20/30,piece,88,100,14.00,25.00,"1,232.00",TRUE,EXPIRY RISK,LOW,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,Unimex Micro Set | 60 drops/mL | 16734IC,Infusion Set,Unimex Micro Set,60 drops/mL,16734IC,05/20/30,piece,88,100,14.00,25.00,"1,232.00",TRUE,EXPIRY RISK,LOW,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,Partners Nebulizer Kit | Pedia | 2506011921,Nebulizer Kit/Mask,Partners Nebulizer Kit,Pedia,2506011921,11/29/29,piece,50,100,28.84,45.00,"1,442.00",TRUE,REORDER,LOW,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,Partners Nebulizer Kit | Adult | SC241023PH,Nebulizer Kit/Mask,Partners Nebulizer Kit,Adult,SC241023PH,05/30/30,piece,195,100,28.84,45.00,"5,623.80",TRUE,EXPIRY RISK,OK,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,"Partners Gauze Bandage | 4""x4"" x8 ply | JA24080IU",Gauze Bandage,Partners Gauze Bandage,"4""x4"" x8 ply",JA24080IU,08/30/29,piece,313,50,1.80,3.02,563.40,TRUE,OK,OK,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,Partners Gauze Bandage | 4 x10 yards | JA25011OU,Gauze Bandage,Partners Gauze Bandage,4 x10 yards,JA25011OU,02/30/30,piece,25,50,10.56,18.33,264.00,TRUE,REORDER,LOW,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,"Partners Gauze Bandage | 2"" x2 x 8 ply | JA230209U",Gauze Bandage,Partners Gauze Bandage,"2"" x2 x 8 ply",JA230209U,04/30/28,piece,92,50,109.60,139.60,"10,083.20",TRUE,OK,OK,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,Partners Gauze Bandage | 2 x 10 yards | JA210615U,Gauze Bandage,Partners Gauze Bandage,2 x 10 yards,JA210615U,07/30/26,piece,6,50,85.00,120.00,510.00,TRUE,EXPIRY RISK,LOW,
